ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,UniqueIDPriorSystem,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone5Number,Phone5name,Phone5Description,Phone5IsPrivate,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,PaymentMethods,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,AvailabilityPeriod,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,EnteredOn,UpdatedOn,MadeInactiveOn,HighlightedResource,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,IsLinkOnly,ProgramAgencyNamePublic,SiteAgencyNamePublic,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_Are services provided to LGBTQ persons?,Custom_Automated Status,Custom_Batch ID,Custom_Does your program offer a harm reduction approach to service?,Custom_Eligibility by Age,Custom_Eligibility by Gender,Custom_In what language would you prefer to receive correspondence from Kids Help Phone?,Custom_Is this a bilingual service?,Custom_Manual Status,Custom_Please share your anonymity and confidentiality policy in regards to serving clients (please consider caller id age of consent client records application parental permission etc in your description):,Custom_Please suggest keywords that would be helpful when searching for this service:,Custom_Record Type,Custom_Source Database
17186504,Bereaved Families of Ontario - Grief and Loss Support Group for Children at Bereaved Families of Ontario - South Central,Bereaved Families of Ontario - Grief and Loss Support Group for Children - Hamilton/Burlington,,ProgramAtSite,Bereaved Families of Ontario,17185058,,293 Wellington Street North,Suite 118,Toronto,,L8L 8E7,Canada,No,300 Fennell Avenue East,Unit 2B,Hamilton,Hamilton,ON,L9A 1T2,Canada,No,43.2342188,-79.8654711,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-318-0070,,FALSE,,,FALSE,,,FALSE,programming@bfo-hamiltonburlington.on.ca,http://www.bfoscr.ca,Active,Offers support group services for children or youth who have experienced a loss.,17186501 17186504,,,Children ages 5-13 who have experienced loss or grief.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Larissa-Lynn Adnitt,Program and Volunteer Coordinator,programming@bfo-hamiltonburlington.on.ca,9053180070,,No,,None or unknown,,,,None or unknown,,No,No,Not Wheelchair Accessible,"Inside the Princess Bingo Hall, Upstairs (Separate Entrance)",,,,Free,Registration required,,No Documentation Required,,English,,,,,,,,2014-10-02 15:15,17/10/2018 14:23,,FALSE,17185931,17186501,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Children,Bereaved Families of Ontario - South Central,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - Hamilton County; ON - Halton County - Burlington; ON - Niagara County; ON - Haldimand-Norfolk County; ,Mon 9:00am - 2:00pm; ,,,,,5; 6; 7; 8; 9; 10; 11; 12; 13,,,,,,,MCYS; RAM,KHP
17186508,Bereaved Families of Ontario - Grief and Loss Support Group for Children at Bereaved Families of Ontario - Southwest Region,Bereaved Families of Ontario - Grief and Loss Support Group for Children - Southwest Region,,ProgramAtSite,Bereaved Families of Ontario,17185058,,571 Wharncliffe Road South,Suite 4,London,ON,N6J 2N6,Canada,No,571 Wharncliffe Road South,Suite 4,London,Middlesex,ON,N6J 2N6,Canada,No,42.9542453,-81.2600894,Contact for meeting times.,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-686-1573,,FALSE,,,FALSE,,,FALSE,bflondon@rogers.com,http://www.bfolondon.ca,Active,Offers support group services for children or youth who have experienced a loss.,17186501 17186508,,,Children aged 7-14 who have experienced loss and grief.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Registration Form,,No Documentation Required,,English,,,,,,,,2014-10-02 15:18,2014-10-07 13:54,,FALSE,17186351,17186501,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Children,Bereaved Families of Ontario - Southwest Region,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - Middlesex County; ON - Lambton County; ON - Essex County; ,,,,,,7; 8; 9; 10; 11; 12; 13; 14,,,,,,,MCYS; RAM,KHP
17186511,Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - Cornwall ,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Cornwall,,ProgramAtSite,Bereaved Families of Ontario,17185058,,216 Montreal Road,,Cornwall,ON,K6H 1B4,Canada,No,216 Montreal Road,,Cornwall,"Stormont, Dundas And Glengarry",ON,K6H 1B4,Canada,No,45.018604,-74.7127187,Call for appointments.,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,613-936-1682,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-936-1455,,FALSE,,,FALSE,,,FALSE,bfcornwall@on.aibn.com,http://www.bfocornwall.ca/,Active,Offers support group meetings for youth who are experiencing grief and loss.,17186511,,,Children who are experiencing grief and loss.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Self Referral,,Documents not specified - inquire for more information,,English,,,,,,,,2014-10-02 15:29,2015-11-06 14:03,,FALSE,17185247,17186510,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Youth,Bereaved Families of Ontario - Cornwall ,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,"ON - Stormont, Dundas And Glengarry County; ON - Stormont, Dundas And Glengarry County - Cornwall; ",,,,,,,,,,,,,MCYS; RAM,KHP
17186512,Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - South Central,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Hamilton/Burlington,,ProgramAtSite,Bereaved Families of Ontario,17185058,,293 Wellington Street North,Suite 118,Hamilton,,L8L 8E7,Canada,No,300 Fennell Avenue East,Unit 2B,Hamilton,Hamilton,ON,L9A 1T2,Canada,No,43.2342188,-79.8654711,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-318-0070,,FALSE,,,FALSE,,,FALSE,programming@bfo-hamiltonburlington.on.ca,http://www.bfoscr.ca,Active,Offers group support services for teenagers who have experienced loss and grief.,17186512,,,Individuals aged 14-19.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Larissa-Lynn Adnitt,Program and Volunteer Coordinator,programming@bfo-hamiltonburlington.on.ca,9053180070,,No,,None or unknown,,,,None or unknown,,No,No,Not Wheelchair Accessible,,,,,Free,Self Referral,,No Documentation Required,,English,,,,,,,,2014-10-02 15:31,17/10/2018 15:56,,FALSE,17185931,17186510,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Youth,Bereaved Families of Ontario - South Central,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - Hamilton County; ON - Hamilton County - Burlington; ON - Hamilton County - Hamilton; ON - Halton County - Burlington; ON - Haldimand-Norfolk County; ,Mon 9:00am - 2:00pm; Tue 9:00am - 2:00pm; Wed 9:00am - 2:00pm; Thu 9:00am - 2:00pm; Fri 9:00am - 2:00pm; ,,,,,14; 15; 16; 17; 18; 19; >25,,,,,,,MCYS; RAM,KHP
17186513,Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - Southwest Region,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Southwest Region,,ProgramAtSite,Bereaved Families of Ontario,17185058,,571 Wharncliffe Road South,Suite 4,London,ON,N6J 2N6,Canada,No,571 Wharncliffe Road South,Suite 4,London,Middlesex,ON,N6J 2N6,Canada,No,42.95428,-81.2601734,Contact for meeting times.,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-686-1573,,FALSE,,,FALSE,,,FALSE,bflondon@rogers.com,http://www.bfolondon.ca,Active,Offers group support services for youths who have experienced the death of a loved one.,17186513,,,Youths aged 15-23 who are experiencing loss and grief.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Registration required,,No Documentation Required,,English,,,,,,,,2014-10-02 15:33,23/07/2014 9:36,,FALSE,17186351,17186510,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Youth,Bereaved Families of Ontario - Southwest Region,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - Middlesex County; ON - Essex County; ON - Lambton County; ,,,,,,15; 16; 17; 18; 19; 20; 21; 22; 23,,,,,,,MCYS; RAM,KHP
17186514,Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - Ottawa,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Ottawa,,ProgramAtSite,Bereaved Families of Ontario,17185058,,211 Bronson Avenue,Suite 303,Ottawa,ON,K1R 6H5,Canada,No,211 Bronson Avenue,Suite 303,Ottawa,Ottawa,ON,K1R 6H5,Canada,No,45.4136673,-75.7065906,Contact for meeting times.,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-567-4278,,FALSE,,,FALSE,,,FALSE,office@bfo-ottawa.org,http://www.bfo-ottawa.org/,Active,Offers group therapy for children and youth who are experiencing the loss of a loved one. Services include art therapy.,17186514,,,Youths experiencing loss and grief.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Registration required,,No Documentation Required,,English,,,,,,,,2014-10-02 15:32,23/07/2014 9:35,,FALSE,17186481,17186510,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Youth,Bereaved Families of Ontario - Ottawa,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - Ottawa County; ON - Ottawa County - Ottawa; ,,,,,,,,,,,,,MCYS; RAM,KHP
17186516,Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - York Region ,Bereaved Families of Ontario - Grief and Loss Support for Youth - York Region,,ProgramAtSite,Bereaved Families of Ontario,17185058,,17070 Yonge Street,Suite 203,Newmarket,ON,L3Y 8Z4 ,Canada,No,17070 Yonge Street,Suite 203,Newmarket,York,ON,L3Y 8Z4 ,Canada,No,43.67151142,-79.39245122,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-898-5870,,FALSE,,,FALSE,1-800-969-6904,,FALSE,,,FALSE,905-898-6265,,FALSE,,,FALSE,,,FALSE,bfoyr@bellnet.ca,www.bfoyr.com,Active,Offers counselling and support group services for youths experiencing the loss of a loved one.,17186510 17186516,,,Youths aged 4-18.<br />,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible,,,,,Free,Registration required,,No Documentation Required,,English,,,,,,,,2014-10-02 15:26,23/03/2016 11:50,,FALSE,17186487,17186510,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Youth,Bereaved Families of Ontario - York Region ,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - York County; ,Mon 9:00am - 4:00pm; Tue 9:00am - 4:00pm; Wed 9:00am - 12:00am; Thu 9:00am - 4:00pm; Fri 9:00am - 4:00pm; ,,,,,14; 15; 16; 17; 18; <5; 5; 6; 7; 8; 9; 10; 11; 12; 13; 19; 20; 21; 22; 23; 24; 25; >25,,,,,,,MCYS; RAM,KHP
17186532,Bereaved Families of Ontario - Telephone Support at Bereaved Families of Ontario - Durham Region,Bereaved Families of Ontario - Telephone Support - Durham Region,,ProgramAtSite,Bereaved Families of Ontario,17185058,,1050 Simcoe Street North,,Oshawa,ON,L1G 4W5,Canada,No,1050 Simcoe Street North,,Oshawa,Durham,ON,L1G 4W5,Canada,No,43.9247705,-78.8754107,Contact for hours of operation.,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-579-7403,,FALSE,,,FALSE,1-800-387-4870,,FALSE,,,FALSE,905-579-4293,,FALSE,,,FALSE,,,FALSE,admin@bfodurham.net,http://www.bfodurham.net/Home.php,Active,"Offers immediate, non-crisis telephone support for person experiencing grief and loss.",17186529 17186532,,,"Children, youth, and adults experiencing grief or loss.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Self Referral,,No Documentation Required,,English,,,,,,,,2014-10-02 15:57,2014-10-07 10:58,,FALSE,17185479,17186529,en,FALSE,Bereaved Families of Ontario - Telephone Support,Bereaved Families of Ontario - Durham Region,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - Durham County; ON - Durham County - Oshawa; ,,,,,,,,,,,,,MCYS; RAM,KHP
17186533,Bereaved Families of Ontario - Telephone Support at Bereaved Families of Ontario - Cornwall ,Bereaved Families of Ontario - Telephone Support - Cornwall,,ProgramAtSite,Bereaved Families of Ontario,17185058,,216 Montreal Road,,Cornwall,ON,K6H 1B4,Canada,No,216 Montreal Road,,Cornwall,"Stormont, Dundas And Glengarry",ON,K6H 1B4,Canada,No,45.018604,-74.7127187,Call to arrange appointments.,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,613-936-1682,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-936-1455,,FALSE,,,FALSE,,,FALSE,bfcornwall@on.aibn.com,http://bfocornwall.ca/,Active,"Offers immediate, non-crisis telephone support for person experiencing grief and loss.",17186529 17186533,,,Individuals who are experiencing loss or grief.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Self Referral,,No Documentation Required,,English,,,,,,,,2014-10-02 15:57,2014-10-07 10:58,,FALSE,17185247,17186529,en,FALSE,Bereaved Families of Ontario - Telephone Support,Bereaved Families of Ontario - Cornwall ,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,"ON - Stormont, Dundas And Glengarry County; ",,,,,,,,,,,,,MCYS; RAM,KHP
17186522,Bereaved Families of Ontario - Grief and Loss Support Group for Children at Bereaved Families of Ontario - Midwestern Region,Bereaved Families of Ontario - Grief and Loss Support Group for Children - Midwestern Region,,ProgramAtSite,Bereaved Families of Ontario,17185058,,PO Box 25017,,Kitchener,ON,N2A 4A5,Canada,No,65 Hanson Avenue,The Family Centre,Kitchener,Waterloo,ON,N2C 2H6,Canada,No,43.67151142,-79.39245122,Call ahead for meeting schedule.,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-603-0198,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-603-0196,,FALSE,,,FALSE,,,FALSE,admin@bfomidwest.org,http://www.bfomidwest.org,Active,Support group that meets regularly to offer consistent support for children or youth who have experienced a loss.,17186501 17186522,,,Children aged 3-6 who have experienced a loss.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Unknown,,,,,Free,Registration required,,No Documentation Required,,English,,,,,,,,2014-10-02 15:38,14/05/2015 10:48,,FALSE,17186479,17186501,en,FALSE,Bereaved Families of Ontario - Grief and Loss Support Group for Children,Bereaved Families of Ontario - Midwestern Region,,Grief and Loss Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Assessment and Treatment - Counseling Services - Specialized Counseling Services - Grief and Loss Counselling,Grief and Loss Counselling,RP-1400.8000-100,ON - Waterloo County; ON - Waterloo County - Kitchener; ,,,,,,<5; 5; 6,,,,,,,MCYS; RAM,KHP
17494981,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre at Rapport Youth and Family Services - Brampton,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre - Brampton,,ProgramAtSite,Rapport Youth and Family Services,12372261,,83 Kennedy Road South,Unit 101,Brampton,ON,L6W 3P3,Canada,No,83 Kennedy Road South,Unit 101,Brampton,Peel,ON,L6W 3P3,Canada,No,43.689244,-79.740778,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-866-6120,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-866-6900,,FALSE,,,FALSE,,,FALSE,info@rapportyouth.com,www.rapportyouth.com,Active,"Multi-service youth drop-in centre providing direct service to youth who have difficulty accessing services through traditional approaches in the social services, education and health sectors. Multi-service activities include counselling support, social service referrals, addictions counsellings, computer and internet access, job search assistance, lounge area, homework support and volunteer opportunities.",17494980 17494981,,,Youth 12-24 years old ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,David Clement ,Executive Director,dclement@rapportyouth.com,905-455-4100,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Drop-In,,No Documentation Required,,English,,,,,,,,2014-12-03 7:42,23/12/2014 9:06,,FALSE,17494978,17494980,en,FALSE,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre,Rapport Youth and Family Services - Brampton,,Community Mental Health Agencies; Individual Counselling; Substance Use Disorder Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Community Mental Health Agencies; Mental Health and Substance Use Disorder Services - Counseling Settings - Individual Counselling; Mental Health and Substance Use Disorder Services - Substance Use Disorder Services - Substance Use Disorder Treatment Programs - Substance Use Disorder Counselling,Community Mental Health Agencies; Individual Counselling; Substance Use Disorder Counselling,RM-6500.1500; RF-3300; RX-8450.8000,ON - Peel County; ,Tue 3:30pm - 7:00pm; Wed 3:30pm - 7:00pm; Thu 3:30pm - 7:00pm; Fri 3:30pm - 7:00pm; ,,,,,12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24,,,,,,,MCYS; RAM,KHP
17494982,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre at Rapport Youth and Family Services - Bramalea,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre - Bramalea,,ProgramAtSite,Rapport Youth and Family Services,12372261,,60 West Drive ,Unit 101,Brampton,ON,L6T 3T6,Canada,No,60 West Drive ,Unit 101,Brampton,Peel,ON,L6T 3T6,Canada,No,43.708796,-79.734123,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-790-7730,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-790-7707,,FALSE,,,FALSE,,,FALSE,info@rapportyouth.com,www.rapportyouth.com,Active,"Multi-service youth drop-in centre providing direct service to youth who have difficulty accessing services through traditional approaches in the social services, education and health sectors. Multi-service activities include counselling support, social service referrals, addictions counsellings, computer and internet access, job search assistance, lounge area, homework support and volunteer opportunities.",17494980 17494982,,,Youth 12-24 years old ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,David Clement ,Executive Director,dclement@rapportyouth.com,905-455-4100,,No,,None or unknown,,,,None or unknown,,No,No,Not applicable,,,,,Free,Drop-In,,No Documentation Required,,English,,,,,,,,2014-12-03 7:42,23/12/2014 9:02,,FALSE,17494977,17494980,en,FALSE,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre,Rapport Youth and Family Services - Bramalea,,Community Mental Health Agencies; Individual Counselling; Substance Use Disorder Counselling; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Community Mental Health Agencies; Mental Health and Substance Use Disorder Services - Counseling Settings - Individual Counselling; Mental Health and Substance Use Disorder Services - Substance Use Disorder Services - Substance Use Disorder Treatment Programs - Substance Use Disorder Counselling,Community Mental Health Agencies; Individual Counselling; Substance Use Disorder Counselling,RM-6500.1500; RF-3300; RX-8450.8000,ON - Peel County; ,Mon 1:00pm - 8:00pm; Tue 1:00pm - 8:00pm; Wed 1:00pm - 8:00pm; Thu 1:00pm - 8:00pm; Fri 1:00pm - 8:00pm; ,,,,,12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24,,,,,,,MCYS; RAM,KHP
17696950,"Point in Time Centre for Children, Youth and Parents - Counselling Services at Point in Time Centre for Children, Youth and Families - Haliburton","Point in Time Centre for Children, Youth and Parents - Counselling Services - Haliburton",,ProgramAtSite,"Point in Time Centre for Children, Youth and Parents",17696941,,69 Eastern Avenue,PO Box 1306,Cambray,ON,K0M 2T0,Canada,No,69 Eastern Avenue,PO Box 1306,Cambray,Kawartha Lakes,ON,K0M 2T0,Canada,No,44.435462,-78.957301,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,705-286-2191,,FALSE,,,FALSE,,,FALSE,,,FALSE,705-457-5345,,FALSE,,,FALSE,,,FALSE,info@pointintime.ca,http://www.pointintime.ca,Active,Individual counselling services for youth ages 12 to 18 years old.,17696945 17696950,,,Youth 12 to 18 years old,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Margaret Cox,Executive Director,mcox@pointintime.ca,705-457-5345,,No,,None or unknown,,,,None or unknown,,No,No,Unknown,,,,,Free,Self Referral,,No Documentation Required,,English,,,,,,,,2014-03-04 9:17,14/05/2015 9:32,,FALSE,17696943,17696945,en,FALSE,"Point in Time Centre for Children, Youth and Parents - Counselling Services","Point in Time Centre for Children, Youth and Families - Haliburton",,Community Mental Health Agencies; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Community Mental Health Agencies,Community Mental Health Agencies,RM-6500.1500,ON - Haliburton County; ON - Kawartha Lakes County; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 9:00am - 5:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 5:00pm; ,,,,,12; 13; 14; 15; 16; 17; 18,,,,,,,MCYS; RAM,KHP
17696952,"Point in Time Centre for Children, Youth and Parents - Counselling Services at Point in Time Centre for Children, Youth and Parents - Minden","Point in Time Centre for Children, Youth and Parents - Counselling Services - Minden",,ProgramAtSite,"Point in Time Centre for Children, Youth and Parents",17696941,,114 Bobcaygeon Road,,Minden,ON,K0M 2K0,Canada,No,114 Bobcaygeon Road,,Minden,Haliburton,ON,K0M 2K0,Canada,No,45.040085,-78.50949,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,705-457-5345,,FALSE,,,FALSE,,,FALSE,,,FALSE,705-286-2191,,FALSE,,,FALSE,,,FALSE,info@pointintime.ca,http://www.pointintime.ca,Active,Individual counselling services for youth ages 12 to 18 years old.,17696945 17696952,,,Youth 12 to 18 years old,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Margaret Cox,Executive Director,mcox@pointintime.ca,705-457-5345,,No,,None or unknown,,,,None or unknown,,No,No,Unknown,,,,,Free,Self Referral,,No Documentation Required,,English,,,,,,,,2014-03-04 9:17,14/05/2015 9:48,,FALSE,17696944,17696945,en,FALSE,"Point in Time Centre for Children, Youth and Parents - Counselling Services","Point in Time Centre for Children, Youth and Parents - Minden",,Community Mental Health Agencies; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Community Mental Health Agencies,Community Mental Health Agencies,RM-6500.1500,ON - Haliburton County; ON - Kawartha Lakes County; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 9:00am - 5:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 5:00pm; ,,,,,12; 13; 14; 15; 16; 17; 18,,,,,,,MCYS; RAM,KHP
